,Profession,Income,Credit_card_number,Expiry,Security_code,Fraud
3174,LAWYER,61557,370103857649895,09/27,6850,0
7717,DOCTOR,69643,2226375921133963,04/26,411,0
2228,ENGINEER,76095,4094406402666760,05/34,901,0
5851,DOCTOR,93416,180080014566727,07/27,182,0
3835,DOCTOR,36499,180024565405760,04/28,718,0
2514,DOCTOR,28780,3591489834872404,11/27,435,0
2405,DOCTOR,28216,3598958490094522,07/29,775,0
9065,DOCTOR,99035,3587642173568316,08/29,4872,0
8998,DOCTOR,31926,4714712699933999,04/32,31,0
7337,LAWYER,57370,180007806318769,12/32,675,0
7613,DOCTOR,56397,4784290927610,07/26,559,0
336,LAWYER,61014,3501007614098153,10/25,470,1
135,ENGINEER,16684,6546217357258753,06/33,245,0
2835,LAWYER,54349,2269718117821875,01/27,304,1
158,LAWYER,98375,340392243663549,06/31,981,0
550,DOCTOR,44947,501890199331,11/34,101,0
3393,ENGINEER,69035,2413924805657028,06/27,930,0
9449,DOCTOR,96081,213110458313392,06/28,362,0
2314,LAWYER,49959,2249769948366452,09/31,676,1
3001,DOCTOR,68206,675957929549,04/29,20,0
1595,ENGINEER,64837,213127210838508,10/25,583,0
2688,LAWYER,79648,3549780333461761,05/31,708,1
6698,ENGINEER,29968,4285524934075,07/31,534,1
2020,LAWYER,71652,502018574751,12/32,893,0
9565,LAWYER,246,4618225587280687898,11/32,416,0
3494,ENGINEER,65842,3581235622976036,02/27,920,0
3185,LAWYER,67002,4365437321593787,10/26,751,0
7446,DOCTOR,313,3542088503624219,12/24,214,1
8284,ENGINEER,57248,30573759036361,01/30,601,0
6267,DOCTOR,82392,349646171866056,07/30,245,1
7255,DOCTOR,69504,180009387370391,07/34,742,1
2069,LAWYER,7127,4028931452998533,10/31,681,0
5365,LAWYER,29120,213112486222231,08/32,829,0
2761,DOCTOR,23402,30062575668847,12/33,514,0
6826,LAWYER,54666,4927592378481475,06/26,1286,0
714,LAWYER,6242,213170518265438,12/30,831,1
6381,LAWYER,51817,503820013152,07/33,466,0
2391,ENGINEER,17872,180083583648306,12/27,761,1
2805,DOCTOR,21776,4526513492553234,07/30,728,0
4162,LAWYER,83164,3504618816213627,09/33,541,0
572,DOCTOR,21913,2283756143475045,06/31,326,0
1829,ENGINEER,76977,345473961984419,11/33,154,1
5924,ENGINEER,31003,343772790406888,01/25,769,0
1364,ENGINEER,99294,4813627728423,11/30,9217,0
3286,ENGINEER,52804,36638343220377,12/29,380,0
6520,LAWYER,64123,374651848930432,10/31,375,0
7907,LAWYER,91843,4562683913213539,05/31,674,0
166,LAWYER,98581,4326636204962424235,08/25,677,1
860,ENGINEER,39488,675975019281,07/28,921,0
2373,ENGINEER,49473,345970677673012,09/28,801,1
5957,DOCTOR,95469,4259187989596056,08/26,324,1
1848,ENGINEER,5583,345456348120914,06/31,928,0
6351,ENGINEER,38720,4103129246766286,04/25,376,0
834,DOCTOR,84235,180088910950457,03/27,146,0
5294,ENGINEER,7487,4365265690552540065,03/26,184,0
5700,LAWYER,57433,503842179551,03/26,869,0
4295,ENGINEER,30498,30473570739378,05/25,204,0
3406,DOCTOR,6121,4822077401729872,03/26,830,0
3140,DOCTOR,19,5547372266643628,03/27,726,0
1208,LAWYER,28588,213193093240071,05/28,912,0
1081,DOCTOR,41146,2225098487399478,08/34,3142,1
180,ENGINEER,97953,30445495635097,04/27,649,0
59,ENGINEER,18967,376540917589518,03/25,366,0
4529,ENGINEER,24703,4575691625435,09/34,16,1
6538,ENGINEER,42355,4236158128666,11/33,478,0
401,ENGINEER,93416,371839974726814,08/29,506,1
452,DOCTOR,19948,630406230502,05/29,6545,1
1435,ENGINEER,94395,4036320354422125,06/27,571,0
1093,ENGINEER,32285,30376033592476,05/30,981,0
54,DOCTOR,24501,180010917468143,12/24,521,0
5746,DOCTOR,9405,30026723651864,08/29,609,0
2964,DOCTOR,95217,4288682430320968887,12/31,942,0
3379,ENGINEER,96460,3570930147336343,08/30,211,0
6400,LAWYER,44072,38372494702052,10/27,220,0
5029,DOCTOR,4066,3502522236870333,03/27,342,0
2373,ENGINEER,49473,345970677673012,09/28,801,1
5848,ENGINEER,44627,344900202054678,01/34,196,0
9960,LAWYER,87421,676109935749,05/34,85,0
2890,DOCTOR,61685,587002754022,06/34,438,1
9352,LAWYER,14625,4627740763970,04/32,224,1
8954,DOCTOR,80353,561742151815,07/29,7667,0
4252,LAWYER,35707,2324570735899327,09/28,81,1
3222,ENGINEER,2068,6564138947872779,11/34,825,0
8066,ENGINEER,83625,344034645906888,12/28,77,0
7391,ENGINEER,71723,5251331411106275,02/28,450,0
2717,ENGINEER,8743,36602482568871,05/30,895,0
2846,LAWYER,92718,4106402459540657544,12/29,116,0
9414,LAWYER,68336,4541845510600,07/25,6527,0
1182,LAWYER,51268,4785257414366103,10/28,883,1
8695,DOCTOR,26849,4049595309242976,09/31,743,1
1942,LAWYER,23821,4354641522899314,07/27,52,1
9245,DOCTOR,56617,4718435378658433782,04/26,72,0
3084,ENGINEER,53067,4265388916580286,09/30,46,0
4896,LAWYER,82746,3577929750267905,12/31,515,0
3523,DOCTOR,86840,4859649868601186,07/27,11,1
1635,LAWYER,13634,60455523351,07/29,741,1
6250,DOCTOR,80799,346151639044035,01/27,357,0
8832,DOCTOR,66411,4971658700301228662,09/27,314,0
1718,LAWYER,3436,639005905844,01/30,178,1
1358,ENGINEER,59206,3580862452313310,04/30,1,0
2990,LAWYER,24498,345042688275714,07/28,806,1
9081,DOCTOR,84587,213111043951019,03/27,306,0
8491,DOCTOR,95359,3516379029868832,12/27,245,0
2073,LAWYER,45027,676225452314,12/30,795,1
6916,LAWYER,14215,6011527592453555,05/31,882,0
7140,LAWYER,77336,502089408350,07/25,425,0
2462,ENGINEER,28138,4661415231535826,08/28,45,0
1930,ENGINEER,30602,4980255920570805325,09/33,492,0
8597,DOCTOR,16297,4194487226204847,12/29,787,0
2211,LAWYER,17312,4840930462879184,06/32,9751,0
2553,LAWYER,6639,4576888657177378,03/25,464,0
5314,ENGINEER,69516,6549478944874927,06/34,670,0
4027,LAWYER,32338,3522623427819653,08/27,940,0
8731,DOCTOR,52389,3503699538268769,11/25,438,1
1010,ENGINEER,12672,180099758947158,06/31,950,0
5475,ENGINEER,41532,4977155870861317000,07/34,151,0
2132,LAWYER,72895,30339777840618,10/31,4613,0
2314,LAWYER,49959,2249769948366452,09/31,676,1
9037,LAWYER,68202,4454978736883992,11/29,911,0
7349,DOCTOR,29859,4895857415478638,10/28,745,1
2852,LAWYER,40027,342403152440544,08/25,439,1
3789,LAWYER,32821,60442634246,01/26,885,1
7135,ENGINEER,83979,4368911645825,03/28,482,0
4585,ENGINEER,59569,349742098858084,01/25,461,0
6961,ENGINEER,74362,30264506857453,08/26,118,1
782,LAWYER,51849,38713282646219,07/26,111,0
2098,ENGINEER,45638,3583101869776414,08/25,103,0
6743,LAWYER,22893,5506115155818978,03/33,946,0
2301,LAWYER,75845,4860797393466566600,09/31,85,1
6968,DOCTOR,2800,4953512557065383,04/25,32,1
1088,DOCTOR,85682,4603127769472180152,07/30,113,0
4162,LAWYER,83164,3504618816213627,09/33,541,0
8607,LAWYER,15208,345353369949927,08/32,947,1
9846,DOCTOR,7904,4817652729999721697,04/33,797,1
656,ENGINEER,5552,375114356013025,07/25,884,0
2777,DOCTOR,37984,4777060311569,06/29,412,1
2013,DOCTOR,7891,4894101313916,08/30,301,0
1740,ENGINEER,9767,676264037786,12/29,589,0
2273,DOCTOR,35737,2456153975555253,07/26,397,0
3382,ENGINEER,30063,502061013368,02/32,927,0
9248,DOCTOR,35398,4147471087633979,05/33,829,1
8449,LAWYER,94480,4618178655447191,05/28,736,1
6546,DOCTOR,21245,4255308357835,03/34,441,0
2760,LAWYER,55886,3550921529037769,08/25,558,0
7598,DOCTOR,2181,4640906482649833,12/32,414,0
7337,LAWYER,57370,180007806318769,12/32,675,0
2065,ENGINEER,30615,345875414757590,06/28,332,0
7077,LAWYER,63016,4073029617498,08/25,311,0
3400,ENGINEER,50474,4893162427539698178,12/25,412,0
7779,ENGINEER,81452,213144051609765,01/34,349,1
792,LAWYER,15217,2571534602155023,10/33,72,0
5384,DOCTOR,38053,4268455009844,06/33,164,0
6166,LAWYER,16340,4401410627285172,07/32,900,0
5025,ENGINEER,98277,5514167170297332,08/31,218,1
697,LAWYER,45545,639006765874,04/34,247,0
2294,ENGINEER,83349,4288233655619189,03/29,574,0
6484,DOCTOR,33788,180002466448881,02/28,791,0
5235,DOCTOR,46133,6516868628788766,12/29,807,0
9991,LAWYER,29084,4711087126825487,11/30,970,0
766,LAWYER,34127,2239916571858667,12/30,213,0
2740,LAWYER,20902,4013837467144145,08/28,449,0
7054,ENGINEER,11184,60443802669,05/31,874,0
4731,LAWYER,64579,4481851141701710,06/30,857,0
9569,ENGINEER,89584,213128392710663,11/29,722,1
4297,DOCTOR,15889,4827151358965998,03/31,419,1
8775,LAWYER,77622,3519471132696361,01/26,9,0
3807,ENGINEER,79558,4241237445509984009,04/26,673,1
6428,LAWYER,37894,6011262320513567,06/26,172,0
8225,LAWYER,49687,6597871526726054,02/30,1304,0
7408,DOCTOR,90714,4281877978538,11/33,373,1
2337,DOCTOR,87431,4271927605900,09/30,560,0
7119,ENGINEER,9827,345183838894663,07/32,430,0
3199,DOCTOR,37763,4309614711302719,02/27,882,0
6790,DOCTOR,54527,503836538523,01/29,876,0
773,DOCTOR,54484,180011311218472,06/26,487,0
6248,DOCTOR,66884,4971472691851586,08/25,506,0
3461,LAWYER,11605,676291569447,02/34,97,1
9798,DOCTOR,36301,30170624049750,06/26,144,0
7170,ENGINEER,96241,503858919270,10/28,839,0
163,LAWYER,51020,5330762795677223,09/27,843,1
2800,LAWYER,34610,4184608066521434360,06/30,423,0
9494,LAWYER,65422,4296545373821718,03/27,481,0
2054,DOCTOR,72623,3527356795573611,04/29,477,1
8933,DOCTOR,78558,213158838374113,11/24,798,0
9755,LAWYER,36711,2221675108051473,01/25,2486,0
8553,LAWYER,20241,4420955710816389,07/32,420,0
4567,ENGINEER,9296,213173310417355,04/33,776,0
8653,LAWYER,86785,2280133937069082,11/33,153,1
5152,DOCTOR,74031,3578077388278412,10/31,369,1
5579,ENGINEER,4744,4989221585687907,01/30,448,1
9921,DOCTOR,85547,577391313951,09/30,856,0
1737,DOCTOR,26531,372572569103680,11/29,343,1
8998,DOCTOR,31926,4714712699933999,04/32,31,0
9960,LAWYER,87421,676109935749,05/34,85,0
9353,LAWYER,25723,2232911018415178,12/32,383,0
508,LAWYER,32178,4344345523896,06/29,679,0
1105,ENGINEER,61445,6011536295542192,11/32,791,0
3539,ENGINEER,44451,3533539528652859,06/33,475,0
4869,LAWYER,87695,675965916421,09/27,210,0
6153,DOCTOR,15043,375705553728438,06/32,770,0
6025,DOCTOR,83332,4455570310165104063,05/34,715,1
2054,DOCTOR,72623,3527356795573611,04/29,477,1
9782,ENGINEER,95102,4506078373653,11/32,421,0
7927,LAWYER,11638,3598364339558381,05/32,958,1
2036,ENGINEER,93134,372590200899318,08/30,277,0
7069,DOCTOR,41407,4863462377625488,06/25,837,0
7870,ENGINEER,18510,349963022478118,01/28,59,0
3792,ENGINEER,17704,4126104396808306,10/34,528,0
5845,ENGINEER,91318,4110466420092991009,01/32,639,1
7488,DOCTOR,22122,2283058337033890,09/27,369,0
7958,DOCTOR,74604,6011350762109356,03/26,126,1
3006,ENGINEER,52319,502076868293,05/27,297,0
7821,ENGINEER,88447,3570601339073867,07/28,159,0
1535,LAWYER,38750,4151350388666589868,10/29,9720,0
514,ENGINEER,51970,340815332195742,10/31,789,0
2061,ENGINEER,90911,3517668712722127,06/32,942,0
5543,DOCTOR,38197,30076057919916,08/34,990,1
5188,ENGINEER,99141,3526564549838302,04/26,942,0
5443,DOCTOR,92498,3530451429797507,02/31,377,1
1020,ENGINEER,37024,503813541755,05/33,978,0
7061,LAWYER,17981,676366384524,10/33,499,1
7775,ENGINEER,32377,371530792672930,09/31,676,1
9510,ENGINEER,2675,501838649520,07/30,248,0
2040,ENGINEER,81049,346137871691989,11/31,424,0
8749,DOCTOR,57204,4056804053244372,01/32,513,0
3797,LAWYER,30635,4595106222238733,10/25,270,0
5331,DOCTOR,53799,375471538578584,06/27,546,0
545,ENGINEER,71638,2299934567484585,08/25,9,0
8264,LAWYER,8233,3562540300749628,07/29,4156,0
5129,LAWYER,71668,4941028962752,01/33,769,0
9680,DOCTOR,40055,6011917157982686,11/27,563,0
9116,ENGINEER,10990,3542755794509206,08/30,994,0
6574,ENGINEER,83803,4765700874418975,11/33,983,0
2734,ENGINEER,3089,3502685562676929,02/32,362,0
4947,ENGINEER,11566,30318847291382,05/29,396,0
964,LAWYER,19210,4830369310452773,07/32,160,0
1377,DOCTOR,70333,3586240838357000,09/28,8351,1
9159,DOCTOR,19249,3570421853696328,08/26,41,1
220,DOCTOR,10306,375826908868909,07/33,818,1
6752,DOCTOR,49123,4018007522717946838,05/34,824,0
6839,LAWYER,21083,4140055809562694,06/34,245,1
3495,DOCTOR,91117,213165399768823,12/32,279,0
2179,ENGINEER,22233,4231209056084296050,02/27,376,0
131,LAWYER,966,630460813292,02/30,671,1
3279,LAWYER,26846,4771197774594710,11/25,12,0
2543,ENGINEER,64804,2239479475517632,10/27,84,0
8133,LAWYER,37562,5356911768737113,09/32,326,0
9065,DOCTOR,99035,3587642173568316,08/29,4872,0
5195,LAWYER,45508,4399503049486214696,06/32,484,1
4814,DOCTOR,15677,374774632278345,11/25,591,1
6859,DOCTOR,39891,3571917504414234,11/28,509,1
2174,DOCTOR,6129,180022405068533,07/27,649,1
8285,ENGINEER,95196,3504209033278757,05/25,385,0
3077,ENGINEER,85253,4542419469897234,06/25,646,0
979,DOCTOR,60492,639041476552,10/26,480,1
7248,DOCTOR,14368,3563136097007988,09/27,330,1
5571,DOCTOR,3448,3516570008277132,01/30,700,1
1926,LAWYER,5724,38371805364123,11/28,527,1
3009,LAWYER,65517,4580157637312804799,07/26,567,1
1060,ENGINEER,49693,345522545729060,11/27,114,0
834,DOCTOR,84235,180088910950457,03/27,146,0
2151,DOCTOR,76651,3582893709400269,08/29,706,1
6094,LAWYER,92352,4014751847335993,08/27,547,0
3737,ENGINEER,7571,343164388652901,02/31,730,1
4947,ENGINEER,11566,30318847291382,05/29,396,0
607,LAWYER,33269,502031545119,06/26,701,0
598,DOCTOR,10399,3587383922832337,09/30,8917,0
2953,LAWYER,29510,6011074597531523,11/25,843,0
7066,DOCTOR,48214,4491114465719059,07/31,570,1
295,ENGINEER,43371,3565661274152511,12/29,263,0
7461,DOCTOR,63577,4212658810898313,04/26,976,0
7444,DOCTOR,67335,4519396586967924189,08/34,458,0
6584,DOCTOR,23006,30432716117600,06/26,475,0
2678,LAWYER,61863,639071511856,10/32,468,0
8010,ENGINEER,73237,4425146088789102,05/34,935,1
5407,LAWYER,66316,676130119503,01/34,805,0
4921,DOCTOR,6772,4398506409504849189,09/33,151,0
7070,ENGINEER,96902,675957163016,07/32,77,1
5903,LAWYER,12902,4153275431958,05/27,124,0
5269,ENGINEER,16683,180084520122462,12/30,358,0
2702,DOCTOR,25295,563354131473,11/29,245,0
6698,ENGINEER,29968,4285524934075,07/31,534,1
8881,LAWYER,60879,30401320485612,01/25,583,0
6333,ENGINEER,17379,6011591964074936,05/32,104,0
5703,DOCTOR,73783,4340152744001074,06/29,317,1
202,DOCTOR,99885,3547291399276384,04/26,35,0
6521,DOCTOR,72193,3523951473978092,11/29,422,1
48,DOCTOR,61284,4598579635222170,03/33,3575,0
7451,ENGINEER,46012,4313216800958106,09/30,57,0
8524,DOCTOR,39079,373337797973596,07/28,105,0
5859,LAWYER,23940,4268376108161277,10/26,882,0
8890,DOCTOR,82398,4656794047677446672,07/27,456,1
7185,DOCTOR,74515,4019285892710898844,03/26,558,0
9950,ENGINEER,43456,378139813887247,04/26,921,0
1615,ENGINEER,66962,2284455030387236,11/28,586,1
6691,DOCTOR,88205,4355079107914589,02/25,685,0
2009,ENGINEER,31639,347907223807635,08/33,279,1
9777,ENGINEER,20711,4700088910964816,02/27,131,0
8246,ENGINEER,39497,345038230241659,09/30,938,0
9594,LAWYER,9435,4216821612858,09/31,69,0
831,ENGINEER,35572,377794692197042,08/30,751,0
4586,ENGINEER,80875,3528294867256022,12/26,220,1
7296,LAWYER,58693,4619124287197,03/29,462,0
3987,DOCTOR,43590,3597388339266696,11/32,272,0
4540,ENGINEER,10237,576820130812,05/34,9173,0
8642,DOCTOR,92714,676294250391,05/29,858,0
7280,ENGINEER,64351,3589868890838181,03/25,514,0
294,LAWYER,2280,4988159855107597,02/25,741,0
1239,LAWYER,69482,4078758782079406,11/28,158,0
726,ENGINEER,60813,4059991627631,04/26,817,0
7180,LAWYER,69551,4631660054743463,09/26,287,1
9445,ENGINEER,94828,6524057816584993,09/33,96,1
5396,ENGINEER,97011,4758587746685470,05/26,978,0
1361,ENGINEER,48602,30551674728841,01/32,847,0
4935,LAWYER,10884,4389026220443354284,05/30,451,1
3841,DOCTOR,21667,4333530702198355,02/31,499,1
8458,DOCTOR,31780,4615725981130453489,04/34,286,0
7619,LAWYER,27157,4839508533816360,03/31,216,0
9988,ENGINEER,29137,639038193517,07/32,171,1
9673,LAWYER,32810,4663961742933545,07/33,660,1
3878,DOCTOR,27554,30374398650591,06/34,428,0
6836,ENGINEER,50632,4563625529817459,02/26,793,1
193,LAWYER,24666,4220789051745,07/34,335,0
9833,DOCTOR,41382,3576438331497719,05/34,822,0
6068,ENGINEER,78417,4858988382831,05/34,441,0
3638,LAWYER,28506,2687927981631765,05/26,753,1
7036,LAWYER,74137,180056904387960,03/30,2155,1
4911,LAWYER,78563,2346141548333401,05/33,210,0
3208,LAWYER,7304,213115910009892,03/27,539,0
7616,DOCTOR,66291,4547907818773,12/32,156,0
2399,DOCTOR,27848,3577197964303375,01/30,254,1
2920,ENGINEER,24484,375827044038209,07/26,262,0
1354,LAWYER,49750,4166057653118093,07/33,444,0
6986,LAWYER,76707,4056482796859,05/31,332,0
2426,ENGINEER,42415,4221103744346,02/30,6,1
5149,LAWYER,59618,4280266170864566835,03/32,864,1
2198,DOCTOR,47420,4621087850958323787,03/30,876,0
9487,ENGINEER,98110,4436831222849378,12/28,668,0
3926,DOCTOR,51462,3598759095514652,02/34,994,0
9928,DOCTOR,11223,4303059904353044,10/33,40,0
112,DOCTOR,10777,3565428691761807,04/29,397,0
8138,LAWYER,36547,5240200300297368,08/32,314,0
6305,DOCTOR,85711,3596516225089605,04/25,261,0
5143,ENGINEER,57202,341426417189839,07/29,364,0
8830,ENGINEER,68649,36501670441422,08/26,418,0
3114,DOCTOR,54485,676306561348,01/31,3761,1
843,LAWYER,70037,4480446002040430,05/29,600,0
7130,DOCTOR,75146,5165181306011147,01/30,25,0
6752,DOCTOR,49123,4018007522717946838,05/34,824,0
4336,DOCTOR,38792,30384379361951,11/28,698,0
2187,DOCTOR,39379,30084660123942,04/34,887,0
9977,DOCTOR,23450,4530788248322620308,04/30,107,0
2351,DOCTOR,94910,4823841486413234,10/32,402,1
7502,LAWYER,78486,3532507943220330,06/30,96,0
151,ENGINEER,23457,4733735590552524,03/27,221,0
6231,ENGINEER,1823,3567746736035244,11/32,955,1
1938,DOCTOR,34668,3556853334900408,11/26,90,0
3768,ENGINEER,77325,4315210558613,01/27,844,0
7487,ENGINEER,25037,6593080396178040,02/28,497,0
414,DOCTOR,46009,4358599363189946,12/29,281,0
7076,DOCTOR,47917,4542195358120843,04/30,237,0
5099,LAWYER,89501,502084394548,04/25,360,1
9549,ENGINEER,3385,30390448300847,08/32,878,0
483,LAWYER,68269,4376463139728655511,05/30,495,1
8492,LAWYER,78872,344824488229194,07/34,845,0
8399,ENGINEER,76315,2405442581335297,11/28,709,1
9430,DOCTOR,35717,30250576123454,02/31,313,0
4198,LAWYER,45652,4207649848823747676,08/33,7,0
4309,ENGINEER,82393,2226206280878585,08/34,90,0
3353,ENGINEER,59239,347704992048859,12/32,130,1
8692,LAWYER,72822,60404823894,11/29,5377,1
9663,ENGINEER,28446,6011356232669721,08/26,9990,1
1519,LAWYER,21538,30141649066608,07/26,15,0
4441,LAWYER,48348,3512368291378996,02/30,663,0
2666,LAWYER,30753,4482928557042901,11/24,168,0
5160,ENGINEER,63651,3596764027609911,10/32,227,1
2888,LAWYER,41337,180089105545094,07/25,958,0
6299,LAWYER,94549,2450549896304075,02/28,542,1
7706,DOCTOR,88705,4131422172670537113,06/26,936,0
1466,LAWYER,73934,377340320875185,04/27,659,1
4551,LAWYER,58193,3532301216885064,03/29,547,1
5583,ENGINEER,41149,4101974649722770,09/29,668,0
5520,LAWYER,11251,4506694933836778,10/34,8774,0
4408,ENGINEER,5379,2711371106388441,07/32,518,1
7670,DOCTOR,90978,4493643734669990,01/28,151,1
3393,ENGINEER,69035,2413924805657028,06/27,930,0
1149,DOCTOR,22711,3529805916409129,07/25,956,1
1623,DOCTOR,7684,4660821663948240,04/31,6019,0
9573,LAWYER,35223,4594669824978940,06/25,556,0
1038,LAWYER,77534,38052514414330,05/32,824,0
151,ENGINEER,23457,4733735590552524,03/27,221,0
6921,ENGINEER,2959,5182751016309608,02/25,731,0
1701,LAWYER,65618,4530728757175689,09/32,51,0
4264,ENGINEER,27725,3530461219366561,11/29,599,0
3895,LAWYER,5609,3512113135812010,01/31,0,0
5583,ENGINEER,41149,4101974649722770,09/29,668,0
9353,LAWYER,25723,2232911018415178,12/32,383,0
2298,DOCTOR,73644,6011574676964677,05/27,293,0
314,ENGINEER,82475,502032028487,06/28,246,1
5216,LAWYER,9399,4365860949059,10/29,49,0
7337,LAWYER,57370,180007806318769,12/32,675,0
8122,LAWYER,67193,3587096149442330,05/32,167,0
7450,ENGINEER,63113,376674321092833,04/27,8303,0
3669,DOCTOR,80603,4848219267331878,04/29,434,0
9306,ENGINEER,77505,2248769546963909,02/25,179,1
4589,ENGINEER,49417,4732885057430457,06/32,21,0
6894,LAWYER,65857,3504032669265215,07/25,195,0
6053,ENGINEER,7950,30588564944088,03/28,638,0
4400,LAWYER,91482,2234809985357019,05/31,988,1
9202,LAWYER,86361,4007631438004415,12/26,464,0
7065,LAWYER,2653,6545732745377496,05/32,813,0
7956,DOCTOR,37883,2292389526738661,09/31,549,1
4656,LAWYER,67579,675921298062,07/25,257,0
2328,LAWYER,94029,578423810410,02/31,529,1
8330,DOCTOR,36640,213119542285789,05/25,468,0
4032,DOCTOR,59108,213141798984832,02/33,477,0
5454,LAWYER,45005,4067271021060,12/31,191,0
1869,LAWYER,64839,213135951390373,12/27,663,0
2208,ENGINEER,76400,4763543717846,06/30,738,1
9155,ENGINEER,85490,213113953866658,06/33,487,0
6499,ENGINEER,33915,30242786372864,01/33,865,0
9577,DOCTOR,59102,30452425610190,08/32,55,1
4267,DOCTOR,97209,4174465940871,05/25,495,0
4033,ENGINEER,74177,4504473839306836,07/30,698,1
2410,DOCTOR,15942,2296186721790182,06/34,448,0
6599,LAWYER,68971,36848689910883,09/32,269,0
305,DOCTOR,15949,180092149822511,10/34,7877,0
9517,DOCTOR,16518,6530475459837910,10/26,951,1
6317,LAWYER,9615,676233176582,01/30,7691,0
640,ENGINEER,37152,213160315666185,11/33,529,0
8897,LAWYER,97587,4170082839025,01/25,421,0
2824,ENGINEER,99936,180019502966635,06/32,139,0
3786,DOCTOR,9275,4348050196376,06/33,9499,0
4402,ENGINEER,46518,4532758461899,07/27,899,1
2595,LAWYER,16608,4721059451930953817,06/31,606,0
4908,DOCTOR,58304,4873568766638679999,07/31,939,1
2066,DOCTOR,90680,3538353132138510,02/28,65,0
9583,LAWYER,43849,4772567234474696,02/28,190,0
7162,ENGINEER,42790,4529936760002,03/34,343,1
1221,DOCTOR,64152,30128015330460,04/26,515,0
9443,DOCTOR,7025,4820288983295072026,01/32,259,1
5055,DOCTOR,2181,2288678418566016,03/25,379,1
3192,DOCTOR,96341,6589349213805259,08/28,318,0
1015,LAWYER,79652,2720865779629253,03/30,58,1
1580,ENGINEER,44381,213153539600577,01/28,357,1
2685,LAWYER,22593,4588295940594045,08/27,334,1
2251,DOCTOR,4652,3599656387038458,05/29,543,0
4849,DOCTOR,45798,4835743467404,04/30,424,0
1557,ENGINEER,79499,676127833181,07/31,2306,0
6005,LAWYER,72004,583953695082,06/32,957,0
8762,LAWYER,50225,3550667110035197,07/34,840,0
